,Year,Cause,Age_Range,ISO_Code,Sex,Deaths,Age_and_Sex_Population,Country
9334,2021,Intentional self-harm,20-24,LBN,Male,4,,Lebanon
9335,2021,Intentional self-harm,25-29,LBN,Male,4,,Lebanon
9336,2021,Intentional self-harm,30-34,LBN,Male,3,,Lebanon
9337,2021,Intentional self-harm,35-39,LBN,Male,0,,Lebanon
9338,2021,Intentional self-harm,40-44,LBN,Male,2,,Lebanon
9339,2021,Intentional self-harm,45-49,LBN,Male,1,,Lebanon
9340,2021,Intentional self-harm,5- 9,LBN,Male,0,,Lebanon
9341,2021,Intentional self-harm,50-54,LBN,Male,1,,Lebanon
9342,2021,Intentional self-harm,55-59,LBN,Male,2,,Lebanon
9343,2021,Intentional self-harm,60-64,LBN,Male,0,,Lebanon
9344,2021,Intentional self-harm,65-69,LBN,Male,0,,Lebanon
9345,2021,Intentional self-harm,70-74,LBN,Male,0,,Lebanon
9346,2021,Intentional self-harm,75-79,LBN,Male,0,,Lebanon
9347,2021,Intentional self-harm,80-84,LBN,Male,0,,Lebanon
9348,2021,Intentional self-harm,85-89,LBN,Male,0,,Lebanon
9349,2021,Intentional self-harm,90-94,LBN,Male,0,,Lebanon
9350,2021,Intentional self-harm,95+,LBN,Male,0,,Lebanon
9351,2021,Mental and behavioural disorders due to psychoactive substance use,10- 14,LBN,Male,0,,Lebanon
9352,2021,Mental and behavioural disorders due to psychoactive substance use,15-19,LBN,Male,0,,Lebanon
9353,2021,Mental and behavioural disorders due to psychoactive substance use,20-24,LBN,Male,0,,Lebanon
9354,2021,Mental and behavioural disorders due to psychoactive substance use,25-29,LBN,Male,0,,Lebanon
9355,2021,Mental and behavioural disorders due to psychoactive substance use,30-34,LBN,Male,1,,Lebanon
9356,2021,Mental and behavioural disorders due to psychoactive substance use,35-39,LBN,Male,0,,Lebanon
9357,2021,Mental and behavioural disorders due to psychoactive substance use,40-44,LBN,Male,0,,Lebanon
9358,2021,Mental and behavioural disorders due to psychoactive substance use,45-49,LBN,Male,0,,Lebanon
9359,2021,Mental and behavioural disorders due to psychoactive substance use,5- 9,LBN,Male,0,,Lebanon
9360,2021,Mental and behavioural disorders due to psychoactive substance use,50-54,LBN,Male,0,,Lebanon
9361,2021,Mental and behavioural disorders due to psychoactive substance use,55-59,LBN,Male,0,,Lebanon
9362,2021,Mental and behavioural disorders due to psychoactive substance use,60-64,LBN,Male,0,,Lebanon
9363,2021,Mental and behavioural disorders due to psychoactive substance use,65-69,LBN,Male,0,,Lebanon
9364,2021,Mental and behavioural disorders due to psychoactive substance use,70-74,LBN,Male,0,,Lebanon
9365,2021,Mental and behavioural disorders due to psychoactive substance use,75-79,LBN,Male,0,,Lebanon
9366,2021,Mental and behavioural disorders due to psychoactive substance use,80-84,LBN,Male,0,,Lebanon
9367,2021,Mental and behavioural disorders due to psychoactive substance use,85-89,LBN,Male,0,,Lebanon
9368,2021,Mental and behavioural disorders due to psychoactive substance use,90-94,LBN,Male,0,,Lebanon
9369,2021,Mental and behavioural disorders due to psychoactive substance use,95+,LBN,Male,0,,Lebanon
9370,2017,Intentional self-harm,10- 14,MYS,Female,0,,Malaysia
9371,2017,Intentional self-harm,15-19,MYS,Female,0,,Malaysia
9372,2017,Intentional self-harm,20-24,MYS,Female,0,,Malaysia
9373,2017,Intentional self-harm,25-29,MYS,Female,1,,Malaysia
9374,2017,Intentional self-harm,30-34,MYS,Female,0,,Malaysia
9375,2017,Intentional self-harm,35-39,MYS,Female,0,,Malaysia
9376,2017,Intentional self-harm,40-44,MYS,Female,0,,Malaysia
9377,2017,Intentional self-harm,45-49,MYS,Female,0,,Malaysia
9378,2017,Intentional self-harm,5- 9,MYS,Female,0,,Malaysia
9379,2017,Intentional self-harm,50-54,MYS,Female,1,,Malaysia
9380,2017,Intentional self-harm,55-59,MYS,Female,0,,Malaysia
9381,2017,Intentional self-harm,60-64,MYS,Female,0,,Malaysia
9382,2017,Intentional self-harm,65-69,MYS,Female,0,,Malaysia
9383,2017,Intentional self-harm,70-74,MYS,Female,0,,Malaysia
9384,2017,Intentional self-harm,75-79,MYS,Female,0,,Malaysia
9385,2017,Intentional self-harm,80-84,MYS,Female,1,,Malaysia
9386,2017,Intentional self-harm,85-89,MYS,Female,0,,Malaysia
9387,2017,Intentional self-harm,10- 14,MYS,Male,0,,Malaysia
9388,2017,Intentional self-harm,15-19,MYS,Male,1,,Malaysia
9389,2017,Intentional self-harm,20-24,MYS,Male,3,,Malaysia
9390,2017,Intentional self-harm,25-29,MYS,Male,0,,Malaysia
9391,2017,Intentional self-harm,30-34,MYS,Male,1,,Malaysia
9392,2017,Intentional self-harm,35-39,MYS,Male,2,,Malaysia
9393,2017,Intentional self-harm,40-44,MYS,Male,2,,Malaysia
9394,2017,Intentional self-harm,45-49,MYS,Male,3,,Malaysia
9395,2017,Intentional self-harm,5- 9,MYS,Male,0,,Malaysia
9396,2017,Intentional self-harm,50-54,MYS,Male,0,,Malaysia
9397,2017,Intentional self-harm,55-59,MYS,Male,3,,Malaysia
9398,2017,Intentional self-harm,60-64,MYS,Male,2,,Malaysia
9399,2017,Intentional self-harm,65-69,MYS,Male,0,,Malaysia
9400,2017,Intentional self-harm,70-74,MYS,Male,2,,Malaysia
9401,2017,Intentional self-harm,75-79,MYS,Male,0,,Malaysia
9402,2017,Intentional self-harm,80-84,MYS,Male,0,,Malaysia
9403,2017,Intentional self-harm,85-89,MYS,Male,0,,Malaysia
9404,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Female,0,,Malaysia
9405,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Female,0,,Malaysia
9406,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Female,0,,Malaysia
9407,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Female,0,,Malaysia
9408,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Female,0,,Malaysia
9409,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Female,0,,Malaysia
9410,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Female,0,,Malaysia
9411,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Female,0,,Malaysia
9412,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Female,0,,Malaysia
9413,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Female,0,,Malaysia
9414,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Female,0,,Malaysia
9415,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Female,0,,Malaysia
9416,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Female,0,,Malaysia
9417,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Female,1,,Malaysia
9418,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Female,0,,Malaysia
9419,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Female,1,,Malaysia
9420,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Female,0,,Malaysia
9421,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Male,0,,Malaysia
9422,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Male,0,,Malaysia
9423,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Male,0,,Malaysia
9424,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Male,0,,Malaysia
9425,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Male,2,,Malaysia
9426,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Male,0,,Malaysia
9427,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Male,0,,Malaysia
9428,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Male,0,,Malaysia
9429,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Male,0,,Malaysia
9430,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Male,0,,Malaysia
9431,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Male,0,,Malaysia
9432,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Male,0,,Malaysia
9433,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Male,0,,Malaysia
9434,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Male,1,,Malaysia
9435,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Male,0,,Malaysia
9436,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Male,0,,Malaysia
9437,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Male,0,,Malaysia
9438,2018,Intentional self-harm,10- 14,MYS,Female,0,,Malaysia
9439,2018,Intentional self-harm,15-19,MYS,Female,1,,Malaysia
9440,2018,Intentional self-harm,20-24,MYS,Female,0,,Malaysia
9441,2018,Intentional self-harm,25-29,MYS,Female,0,,Malaysia
9442,2018,Intentional self-harm,30-34,MYS,Female,0,,Malaysia
9443,2018,Intentional self-harm,35-39,MYS,Female,0,,Malaysia
9444,2018,Intentional self-harm,40-44,MYS,Female,0,,Malaysia
9445,2018,Intentional self-harm,45-49,MYS,Female,0,,Malaysia
9446,2018,Intentional self-harm,5- 9,MYS,Female,0,,Malaysia
9447,2018,Intentional self-harm,50-54,MYS,Female,1,,Malaysia
9448,2018,Intentional self-harm,55-59,MYS,Female,0,,Malaysia
9449,2018,Intentional self-harm,60-64,MYS,Female,0,,Malaysia
9450,2018,Intentional self-harm,65-69,MYS,Female,0,,Malaysia
9451,2018,Intentional self-harm,70-74,MYS,Female,0,,Malaysia
9452,2018,Intentional self-harm,75-79,MYS,Female,0,,Malaysia
9453,2018,Intentional self-harm,80-84,MYS,Female,0,,Malaysia
9454,2018,Intentional self-harm,85-89,MYS,Female,0,,Malaysia
9455,2018,Intentional self-harm,10- 14,MYS,Male,1,,Malaysia
9456,2018,Intentional self-harm,15-19,MYS,Male,0,,Malaysia
9457,2018,Intentional self-harm,20-24,MYS,Male,2,,Malaysia
9458,2018,Intentional self-harm,25-29,MYS,Male,4,,Malaysia
9459,2018,Intentional self-harm,30-34,MYS,Male,3,,Malaysia
9460,2018,Intentional self-harm,35-39,MYS,Male,2,,Malaysia
9461,2018,Intentional self-harm,40-44,MYS,Male,7,,Malaysia
9462,2018,Intentional self-harm,45-49,MYS,Male,1,,Malaysia
9463,2018,Intentional self-harm,5- 9,MYS,Male,0,,Malaysia
9464,2018,Intentional self-harm,50-54,MYS,Male,3,,Malaysia
9465,2018,Intentional self-harm,55-59,MYS,Male,2,,Malaysia
9466,2018,Intentional self-harm,60-64,MYS,Male,0,,Malaysia
9467,2018,Intentional self-harm,65-69,MYS,Male,3,,Malaysia
9468,2018,Intentional self-harm,70-74,MYS,Male,0,,Malaysia
9469,2018,Intentional self-harm,75-79,MYS,Male,0,,Malaysia
9470,2018,Intentional self-harm,80-84,MYS,Male,0,,Malaysia
9471,2018,Intentional self-harm,85-89,MYS,Male,0,,Malaysia
9472,2018,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Female,0,,Malaysia
9473,2018,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Female,0,,Malaysia
9474,2018,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Female,0,,Malaysia
9475,2018,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Female,0,,Malaysia
9476,2018,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Female,0,,Malaysia
9477,2018,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Female,0,,Malaysia
9478,2018,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Female,0,,Malaysia
9479,2018,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Female,0,,Malaysia
9480,2018,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Female,0,,Malaysia
9481,2018,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Female,0,,Malaysia
9482,2018,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Female,0,,Malaysia
9483,2018,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Female,0,,Malaysia
9484,2018,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Female,0,,Malaysia
9485,2018,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Female,0,,Malaysia
9486,2018,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Female,0,,Malaysia
9487,2018,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Female,0,,Malaysia
9488,2018,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Female,1,,Malaysia
9489,2018,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Male,0,,Malaysia
9490,2018,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Male,0,,Malaysia
9491,2018,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Male,0,,Malaysia
9492,2018,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Male,0,,Malaysia
9493,2018,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Male,0,,Malaysia
9494,2018,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Male,1,,Malaysia
9495,2018,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Male,2,,Malaysia
9496,2018,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Male,1,,Malaysia
9497,2018,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Male,0,,Malaysia
9498,2018,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Male,2,,Malaysia
9499,2018,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Male,0,,Malaysia
9500,2018,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Male,0,,Malaysia
9501,2018,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Male,0,,Malaysia
9502,2018,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Male,0,,Malaysia
9503,2018,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Male,1,,Malaysia
9504,2018,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Male,0,,Malaysia
9505,2018,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Male,0,,Malaysia
9506,2019,Intentional self-harm,10- 14,MYS,Female,0,,Malaysia
9507,2019,Intentional self-harm,15-19,MYS,Female,0,,Malaysia
9508,2019,Intentional self-harm,20-24,MYS,Female,0,,Malaysia
9509,2019,Intentional self-harm,25-29,MYS,Female,0,,Malaysia
9510,2019,Intentional self-harm,30-34,MYS,Female,0,,Malaysia
9511,2019,Intentional self-harm,35-39,MYS,Female,0,,Malaysia
9512,2019,Intentional self-harm,40-44,MYS,Female,0,,Malaysia
9513,2019,Intentional self-harm,45-49,MYS,Female,0,,Malaysia
9514,2019,Intentional self-harm,5- 9,MYS,Female,0,,Malaysia
9515,2019,Intentional self-harm,50-54,MYS,Female,0,,Malaysia
9516,2019,Intentional self-harm,55-59,MYS,Female,0,,Malaysia
9517,2019,Intentional self-harm,60-64,MYS,Female,0,,Malaysia
9518,2019,Intentional self-harm,65-69,MYS,Female,0,,Malaysia
9519,2019,Intentional self-harm,70-74,MYS,Female,0,,Malaysia
9520,2019,Intentional self-harm,75-79,MYS,Female,1,,Malaysia
9521,2019,Intentional self-harm,80-84,MYS,Female,1,,Malaysia
9522,2019,Intentional self-harm,85-89,MYS,Female,0,,Malaysia
9523,2019,Intentional self-harm,10- 14,MYS,Male,0,,Malaysia
9524,2019,Intentional self-harm,15-19,MYS,Male,0,,Malaysia
9525,2019,Intentional self-harm,20-24,MYS,Male,0,,Malaysia
9526,2019,Intentional self-harm,25-29,MYS,Male,2,,Malaysia
9527,2019,Intentional self-harm,30-34,MYS,Male,0,,Malaysia
9528,2019,Intentional self-harm,35-39,MYS,Male,2,,Malaysia
9529,2019,Intentional self-harm,40-44,MYS,Male,2,,Malaysia
9530,2019,Intentional self-harm,45-49,MYS,Male,1,,Malaysia
9531,2019,Intentional self-harm,5- 9,MYS,Male,0,,Malaysia
9532,2019,Intentional self-harm,50-54,MYS,Male,2,,Malaysia
9533,2019,Intentional self-harm,55-59,MYS,Male,1,,Malaysia
9534,2019,Intentional self-harm,60-64,MYS,Male,0,,Malaysia
9535,2019,Intentional self-harm,65-69,MYS,Male,0,,Malaysia
9536,2019,Intentional self-harm,70-74,MYS,Male,0,,Malaysia
9537,2019,Intentional self-harm,75-79,MYS,Male,0,,Malaysia
9538,2019,Intentional self-harm,80-84,MYS,Male,0,,Malaysia
9539,2019,Intentional self-harm,85-89,MYS,Male,0,,Malaysia
9540,2019,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Male,0,,Malaysia
9541,2019,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Male,0,,Malaysia
9542,2019,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Male,0,,Malaysia
9543,2019,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Male,1,,Malaysia
9544,2019,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Male,1,,Malaysia
9545,2019,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Male,0,,Malaysia
9546,2019,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Male,0,,Malaysia
9547,2019,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Male,1,,Malaysia
9548,2019,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Male,0,,Malaysia
9549,2019,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Male,0,,Malaysia
9550,2019,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Male,1,,Malaysia
9551,2019,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Male,0,,Malaysia
9552,2019,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Male,0,,Malaysia
9553,2019,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Male,0,,Malaysia
9554,2019,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Male,1,,Malaysia
9555,2019,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Male,0,,Malaysia
9556,2019,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Male,0,,Malaysia
9557,2020,Intentional self-harm,10- 14,MYS,Female,0,,Malaysia
9558,2020,Intentional self-harm,15-19,MYS,Female,0,,Malaysia
9559,2020,Intentional self-harm,20-24,MYS,Female,1,,Malaysia
9560,2020,Intentional self-harm,25-29,MYS,Female,1,,Malaysia
9561,2020,Intentional self-harm,30-34,MYS,Female,0,,Malaysia
9562,2020,Intentional self-harm,35-39,MYS,Female,0,,Malaysia
9563,2020,Intentional self-harm,40-44,MYS,Female,0,,Malaysia
9564,2020,Intentional self-harm,45-49,MYS,Female,2,,Malaysia
9565,2020,Intentional self-harm,5- 9,MYS,Female,0,,Malaysia
9566,2020,Intentional self-harm,50-54,MYS,Female,0,,Malaysia
9567,2020,Intentional self-harm,55-59,MYS,Female,0,,Malaysia
9568,2020,Intentional self-harm,60-64,MYS,Female,0,,Malaysia
9569,2020,Intentional self-harm,65-69,MYS,Female,0,,Malaysia
9570,2020,Intentional self-harm,70-74,MYS,Female,2,,Malaysia
9571,2020,Intentional self-harm,75-79,MYS,Female,0,,Malaysia
9572,2020,Intentional self-harm,80-84,MYS,Female,0,,Malaysia
9573,2020,Intentional self-harm,85-89,MYS,Female,0,,Malaysia
9574,2020,Intentional self-harm,10- 14,MYS,Male,0,,Malaysia
9575,2020,Intentional self-harm,15-19,MYS,Male,1,,Malaysia
9576,2020,Intentional self-harm,20-24,MYS,Male,1,,Malaysia
9577,2020,Intentional self-harm,25-29,MYS,Male,3,,Malaysia
9578,2020,Intentional self-harm,30-34,MYS,Male,2,,Malaysia
9579,2020,Intentional self-harm,35-39,MYS,Male,4,,Malaysia
9580,2020,Intentional self-harm,40-44,MYS,Male,0,,Malaysia
9581,2020,Intentional self-harm,45-49,MYS,Male,1,,Malaysia
9582,2020,Intentional self-harm,5- 9,MYS,Male,0,,Malaysia
9583,2020,Intentional self-harm,50-54,MYS,Male,4,,Malaysia
9584,2020,Intentional self-harm,55-59,MYS,Male,1,,Malaysia
9585,2020,Intentional self-harm,60-64,MYS,Male,0,,Malaysia
9586,2020,Intentional self-harm,65-69,MYS,Male,1,,Malaysia
9587,2020,Intentional self-harm,70-74,MYS,Male,0,,Malaysia
9588,2020,Intentional self-harm,75-79,MYS,Male,0,,Malaysia
9589,2020,Intentional self-harm,80-84,MYS,Male,0,,Malaysia
9590,2020,Intentional self-harm,85-89,MYS,Male,0,,Malaysia
9591,2020,Mental and behavioural disorders due to psychoactive substance use,10- 14,MYS,Male,0,,Malaysia
9592,2020,Mental and behavioural disorders due to psychoactive substance use,15-19,MYS,Male,0,,Malaysia
9593,2020,Mental and behavioural disorders due to psychoactive substance use,20-24,MYS,Male,0,,Malaysia
9594,2020,Mental and behavioural disorders due to psychoactive substance use,25-29,MYS,Male,0,,Malaysia
9595,2020,Mental and behavioural disorders due to psychoactive substance use,30-34,MYS,Male,1,,Malaysia
9596,2020,Mental and behavioural disorders due to psychoactive substance use,35-39,MYS,Male,1,,Malaysia
9597,2020,Mental and behavioural disorders due to psychoactive substance use,40-44,MYS,Male,1,,Malaysia
9598,2020,Mental and behavioural disorders due to psychoactive substance use,45-49,MYS,Male,1,,Malaysia
9599,2020,Mental and behavioural disorders due to psychoactive substance use,5- 9,MYS,Male,0,,Malaysia
9600,2020,Mental and behavioural disorders due to psychoactive substance use,50-54,MYS,Male,0,,Malaysia
9601,2020,Mental and behavioural disorders due to psychoactive substance use,55-59,MYS,Male,1,,Malaysia
9602,2020,Mental and behavioural disorders due to psychoactive substance use,60-64,MYS,Male,0,,Malaysia
9603,2020,Mental and behavioural disorders due to psychoactive substance use,65-69,MYS,Male,0,,Malaysia
9604,2020,Mental and behavioural disorders due to psychoactive substance use,70-74,MYS,Male,0,,Malaysia
9605,2020,Mental and behavioural disorders due to psychoactive substance use,75-79,MYS,Male,0,,Malaysia
9606,2020,Mental and behavioural disorders due to psychoactive substance use,80-84,MYS,Male,0,,Malaysia
9607,2020,Mental and behavioural disorders due to psychoactive substance use,85-89,MYS,Male,0,,Malaysia
9608,2018,Intentional self-harm,10- 14,MDV,Male,0,15428.82055,Maldives
9609,2018,Intentional self-harm,15-19,MDV,Male,0,15571.51967,Maldives
9610,2018,Intentional self-harm,20-24,MDV,Male,0,32158.93889,Maldives
9611,2018,Intentional self-harm,25-29,MDV,Male,0,40367.15137,Maldives
9612,2018,Intentional self-harm,30-34,MDV,Male,2,31747.19413,Maldives
9613,2018,Intentional self-harm,35-39,MDV,Male,0,22015.15794,Maldives
9614,2018,Intentional self-harm,40-44,MDV,Male,0,15338.12613,Maldives
9615,2018,Intentional self-harm,45-49,MDV,Male,0,12012.19664,Maldives
9616,2018,Intentional self-harm,5- 9,MDV,Male,0,19133.50686,Maldives
9617,2018,Intentional self-harm,50-54,MDV,Male,0,9098.624686,Maldives
9618,2018,Intentional self-harm,55-59,MDV,Male,0,7539.237911,Maldives
9619,2018,Intentional self-harm,60-64,MDV,Male,0,5104.76827,Maldives
9620,2018,Intentional self-harm,65-69,MDV,Male,0,2837.746121,Maldives
9621,2018,Intentional self-harm,70-74,MDV,Male,0,2101.37306,Maldives
9622,2018,Intentional self-harm,75-79,MDV,Male,0,,Maldives
9623,2018,Intentional self-harm,80-84,MDV,Male,0,,Maldives
9624,2018,Intentional self-harm,85-89,MDV,Male,0,,Maldives
9625,2018,Intentional self-harm,90-94,MDV,Male,0,,Maldives
9626,2018,Intentional self-harm,95+,MDV,Male,0,,Maldives
9627,2019,Intentional self-harm,10- 14,MDV,Male,0,16483.35821,Maldives
9628,2019,Intentional self-harm,15-19,MDV,Male,0,15696.818,Maldives
9629,2019,Intentional self-harm,20-24,MDV,Male,0,33724.80039,Maldives
9630,2019,Intentional self-harm,25-29,MDV,Male,0,42871.76452,Maldives
9631,2019,Intentional self-harm,30-34,MDV,Male,0,33456.39095,Maldives
9632,2019,Intentional self-harm,35-39,MDV,Male,0,23822.91177,Maldives
9633,2019,Intentional self-harm,40-44,MDV,Male,0,16292.02555,Maldives
9634,2019,Intentional self-harm,45-49,MDV,Male,2,12434.47942,Maldives
9635,2019,Intentional self-harm,5- 9,MDV,Male,0,19082.57332,Maldives
9636,2019,Intentional self-harm,50-54,MDV,Male,1,9589.86394,Maldives
9637,2019,Intentional self-harm,55-59,MDV,Male,0,7549.836124,Maldives
9638,2019,Intentional self-harm,60-64,MDV,Male,0,5718.56073,Maldives
9639,2019,Intentional self-harm,65-69,MDV,Male,0,3003.762366,Maldives
9640,2019,Intentional self-harm,70-74,MDV,Male,0,2071.881183,Maldives
9641,2019,Intentional self-harm,75-79,MDV,Male,1,,Maldives
9642,2019,Intentional self-harm,80-84,MDV,Male,0,,Maldives
9643,2019,Intentional self-harm,85-89,MDV,Male,0,,Maldives
9644,2019,Intentional self-harm,90-94,MDV,Male,0,,Maldives
9645,2019,Intentional self-harm,95+,MDV,Male,0,,Maldives
9646,2017,Intentional self-harm,10- 14,MNG,Female,4,113023.0,Mongolia
9647,2017,Intentional self-harm,15-19,MNG,Female,15,115072.0,Mongolia
9648,2017,Intentional self-harm,20-24,MNG,Female,12,120045.0,Mongolia
9649,2017,Intentional self-harm,25-29,MNG,Female,9,151927.0,Mongolia
9650,2017,Intentional self-harm,30-34,MNG,Female,7,140303.0,Mongolia
9651,2017,Intentional self-harm,35-39,MNG,Female,3,120931.0,Mongolia
9652,2017,Intentional self-harm,40-44,MNG,Female,2,110498.0,Mongolia
9653,2017,Intentional self-harm,45-49,MNG,Female,6,97046.0,Mongolia
9654,2017,Intentional self-harm,5- 9,MNG,Female,0,164845.0,Mongolia
9655,2017,Intentional self-harm,50-54,MNG,Female,6,85028.0,Mongolia
9656,2017,Intentional self-harm,55-59,MNG,Female,3,70176.0,Mongolia
9657,2017,Intentional self-harm,60-64,MNG,Female,3,45254.0,Mongolia
9658,2017,Intentional self-harm,65-69,MNG,Female,0,27986.0,Mongolia
9659,2017,Intentional self-harm,70-74,MNG,Female,0,18454.0,Mongolia
9660,2017,Intentional self-harm,75-79,MNG,Female,0,14275.0,Mongolia
9661,2017,Intentional self-harm,80-84,MNG,Female,0,8095.0,Mongolia
9662,2017,Intentional self-harm,85-89,MNG,Female,0,4277.0,Mongolia
9663,2017,Intentional self-harm,90-94,MNG,Female,0,1325.0,Mongolia
9664,2017,Intentional self-harm,95+,MNG,Female,0,512.0,Mongolia
9665,2017,Intentional self-harm,10- 14,MNG,Male,12,117240.0,Mongolia
9666,2017,Intentional self-harm,15-19,MNG,Male,28,116991.0,Mongolia
9667,2017,Intentional self-harm,20-24,MNG,Male,53,120849.0,Mongolia
9668,2017,Intentional self-harm,25-29,MNG,Male,52,150712.0,Mongolia
9669,2017,Intentional self-harm,30-34,MNG,Male,68,138244.0,Mongolia
9670,2017,Intentional self-harm,35-39,MNG,Male,40,117403.0,Mongolia
9671,2017,Intentional self-harm,40-44,MNG,Male,44,104772.0,Mongolia
9672,2017,Intentional self-harm,45-49,MNG,Male,26,88649.0,Mongolia
9673,2017,Intentional self-harm,5- 9,MNG,Male,1,170627.0,Mongolia
9674,2017,Intentional self-harm,50-54,MNG,Male,27,74525.0,Mongolia
9675,2017,Intentional self-harm,55-59,MNG,Male,15,57443.0,Mongolia
9676,2017,Intentional self-harm,60-64,MNG,Male,5,34761.0,Mongolia
9677,2017,Intentional self-harm,65-69,MNG,Male,0,20012.0,Mongolia
9678,2017,Intentional self-harm,70-74,MNG,Male,2,12743.0,Mongolia
9679,2017,Intentional self-harm,75-79,MNG,Male,5,10004.0,Mongolia
